1151;STILOVI, RAZDOBLJA, ŽIVOT 3 : umjetnost i vizualna kultura 20. stoljeća : udžbenik za 4. razred gimnazije;Radovan Ivančević;udžbenik;105,00;PROFIL;;4. razred srednje škole
1154;ETIKA 1 : udžbenik za 1. razred gimnazije i srednje škole;Ćiril Čoh, Marija Lamot, Ksenija Matuš;udžbenik;89,00;ŠK;;1. razred srednje škole
1162;TRAŽITELJI SMISLA : udžbenika vjeronauka za 1. razred srednjih škola;Viktorija Gadža, Nikola Milanović, Rudi Paloš, Mirjana Vučica, Dušan Vuletić;udžbenik;53,00;SALESIANA;;1. razred srednje škole
1163;ODVAŽNI SVJEDOCI : udžbenik vjeronauka za 2. razred srednje škole;Viktorija Gadža, Nikola Milanović, Rudi Paloš, Dušan Vuletić;udžbenik;53,00;SALESIANA;;2. razred srednje škole
1191;OSNOVE ELEKTROTEHNIKE 1 : udžbenik sa zbirkom zadataka i multimedijskim sadržajem za 1. razred srednjih elektrotehničkih škola;Nediljka Furčić, Antun Sertić, Vesna Vasilj;udžbenik i zbirka zadataka s multimedijskim sadržajem;130,20;NEODIDACTA;;3. razred srednje škole
11;GRENADINE 1 CAHIER : radna bilježnica iz francuskog jezika za 2. i 3. razred osnovne škole : II. i III. godina učenja i 4. razred osnovne škole : I. godina učenja;Clelia Paccagnino, Marie-Laure Poletti;radna bilježnica;65,00;ALGORITAM;;2. razred osnovne škole
1278;POZNAVANJE PREHRAMBENE ROBE : udžbenik za 1. razred srednje trgovačke škole;Ljiljana Tanay;udžbenik;104,00;ŠK;;1. razred srednje škole
1280;POZNAVANJE NEPREHRAMBENE ROBE : udžbenik za 2. razred srednje trgovačke škole;Ljiljana Tanay;udžbenik;104,00;ŠK;;2. razred srednje škole
1293;KULTURNO-POVIJESNA BAŠTINA : udžbenik za 3. razred srednjih ugostiteljskih škola;Vesna Srnić;udžbenik;86,00;ŠK;;4. razred srednje škole
1297;ORGANIZACIJA POSLOVANJA U HOTELIJERSTVU I TURIZMU : udžbenik za 2. razred hotelijersko-turističkih i ugostiteljsko-turističkih škola;Đani Bunja;udžbenik;115,00;ŠK;;2. razred srednje škole
1298;ORGANIZACIJA I POSLOVANJE PRIJAMNOG ODJELA : udžbenik za 3. razred ugostiteljsko-turističke škole (zanimanja hotelijersko-turistički tehničar i hotelijer);Davorka Gavranić, Branka Kralj, Jasna Štefanec, Mladen Štefanec, Petar Štefanec;udžbenik;115,00;ŠK;;3. razred srednje škole
12;GRENADINE 1 MÉTHODE DE FRANÇAIS : udžbenik francuskog jezika za 2. i 3. razred osnovne škole : II. i III. godina učenja i 4. razred osnovne škole : I. godina učenja;Clelia Paccagnino, Marie-Laure Poletti;udžbenik;101,00;ALGORITAM;;2. razred osnovne škole
1300;ORGANIZACIJA POSLOVANJA PUTNIČKIH AGENCIJA : udžbenik za 4. razred hotelijersko-turističkih škola;Đani Bunja, Branka Kralj, Damir Meštrov;udžbenik;115,00;ŠK;;4. razred srednje škole
1302;POSLOVNA PSIHOLOGIJA S KOMUNIKACIJOM : udžbenik za 2. razred ugostiteljskih i turističkih škola, zanimanja hotelijersko-turistički tehničar i konobar;Maša Močiljanin;udžbenik;99,00;ŠK;;2. razred srednje škole
1303;POZNAVANJE ROBE I PREHRANA 1 : udžbenik za 1. razred ugostiteljske i turističke škole;Danko Matasović;udžbenik;119,00;PROFIL;;1. razred srednje škole
1321;KOMPJUTORSKA DAKTILOGRAFIJA 2 (S UREDSKIM PRAKTIKUMOM) : poslovno i službeno dopisivanje;Dušanka Gaćeša, Milan Komorčec, Nermin Srećko Montel;udžbenik s CD-om;126,00;BIROTEHNIKA;;3. razred srednje škole
1326;UPRAVNI POSTUPAK 1 : udžbenik za 3. razred srednje upravne škole;Ivan Matović;udžbenik;61,20;BIROTEHNIKA;;3. razred srednje škole
1327;UPRAVNI POSTUPAK 2 : udžbenik za 4. razred upravne i birotehničke škole;Ivan Matović;udžbenik;61,20;BIROTEHNIKA;;4. razred srednje škole
132;CIAO BIMBI! 1 : radna bilježnica talijanskog jezika za 1. razred osnovne škole : I. godina učenja;Nina Karković;radna bilježnica;49,00;ŠK;;1. razred osnovne škole
1330;UREDSKO POSLOVANJE I DOPISIVANJE 2 : udžbenik za 3. razred upravno-pravnih škola;Smiljana Bezić, Vesna Ramljak;udžbenik;99,00;ŠK;;3. razred srednje škole
133;CIAO BIMBI! 1 : udžbenik talijanskog jezika s CD-om za 1. razred osnovne škole : I. godina učenja;Nina Karković;udžbenik s CD-om;67,00;ŠK;;1. razred osnovne škole
1377;LJEPOTA RIJEČI 1-3 : čitanka iz književnosti za trogodišnje strukovne škole za stjecanje niže stručne spreme po posebnom programu;Franca Puškarić;udžbenik;104,00;ŠK;;1. razred srednje škole
1379;ČITANKA 1 : udžbenik za 1. razred trogodišnjih strukovnih škola;Snježana Zbukvić-Ožbolt, Snježana Zrinjan;udžbenik;103,00;ŠK;;1. razred srednje škole
1381;ČITANKA 2 : udžbenik za 2. razred trogodišnjih strukovnih škola;Snježana Zrinjan;udžbenik;103,00;ŠK;;2. razred srednje škole
1383;ČITANKA 3 : udžbenik za 3. razred trogodišnjih strukovnih škola;Snježana Zbukvić-Ožbolt, Snježana Zrinjan;udžbenik;103,00;ŠK;;3. razred srednje škole
13;GRENADINE 2 CAHIER : radna bilježnica francuskog jezika za 3. i 4. razred osnovne škole : III. i IV. godina učenja;Clelia Paccagnino, Marie-Laure Poletti;radna bilježnica;65,00;ALGORITAM;;3. razred osnovne škole
1401;HRVATSKI JEZIK 1 : radna bilježnica uz udžbenik hrvatskog jezika za 1. razred srednjih strukovnih škola;Snježana Zrinjan;radna bilježnica;33,00;ALFA;;1. razred srednje škole
1402;HRVATSKI JEZIK 1 : udžbenik za 1. razred srednjih strukovnih škola;Snježana Zrinjan;udžbenik;68,00;ALFA;;1. razred srednje škole
1403;HRVATSKI JEZIK 1 : radna bilježnica hrvatskog jezika za četverogodišnje strukovne škole;Marina Čubrić, Marica Kurtak;radna bilježnica;39,00;ŠK;;1. razred srednje škole
1404;HRVATSKI JEZIK 1 : udžbenik hrvatskog jezika za četverogodišnje strukovne škole;Marina Čubrić, Marica Kurtak;udžbenik;76,00;ŠK;;1. razred srednje škole
1405;HRVATSKI JEZIK 2 : radna bilježnica uz udžbenik hrvatskog jezika za 2. razred srednjih strukovnih škola;Snježana Zrinjan;radna bilježnica;33,00;ALFA;;2. razred srednje škole
1406;HRVATSKI JEZIK 2 : udžbenik za 2. razred srednjih strukovnih škola;Snježana Zrinjan;udžbenik;68,00;ALFA;;2. razred srednje škole
1408;HRVATSKI JEZIK 3 : radna bilježnica uz udžbenik za 3. razred četverogodišnjih strukovnih škola;Snježana Zrinjan;radna bilježnica;33,00;ALFA;;3. razred srednje škole
1409;HRVATSKI JEZIK 3 : udžbenik za 3. razred četverogodišnjih strukovnih škola;Snježana Zrinjan;udžbenik;68,00;ALFA;;3. razred srednje škole
1412;HRVATSKI JEZIK 4 : udžbenik za 4. razred četverogodišnjih strukovnih škola;Snježana Zrinjan;udžbenik;68,00;ALFA;;4. razred srednje škole
14;GRENADINE 2 MÉTHODE DE FRANÇAIS : udžbenik francuskog jezika za 3. i 4. razred osnovne škole : III. i IV. godina učenja;Clelia Paccagnino, Marie-Laure Poletti;udžbenik;101,00;ALGORITAM;;3. razred osnovne škole
1508;DEUTSCH FÜR DEN BERUF 1 : radna bilježnica za 1. razred strukovnih škola : 6. godina učenja;Dunja Ptiček, Angelina Puović;radna bilježnica;54,00;ŠK;;1. razred srednje škole
1509;DEUTSCH FÜR DEN BERUF 1 : udžbenik za 1. razred strukovnih škola : 6. godina učenja;Zdenka Mandekić, Romana Papa, Dunja Ptiček, Angelina Puović;udžbenik;104,00;ŠK;;1. razred srednje škole
1510;zweite.sprache@DEUTSCH.de 1 : radna bilježnica njemačkog kao drugog jezika za 1. razred gimnazija i četverogodišnjih strukovnih škola;Irena Horvatić Čajko, Irena Lasić;radna bilježnica;59,00;ŠK;;2. razred srednje škole
1511;zweite.sprache@DEUTSCH.de 1 : udžbenik njemačkog kao drugog jezika za 1. razred gimnazija i četverogodišnjih strukovnih škola;Irena Horvatić Čajko, Irena Lasić;udžbenik;89,00;ŠK;;2. razred srednje škole
1512;DEUTSCH FÜR DEN BERUF 2 : radna bilježnica za 2. razred strukovnih škola : 7. godina učenja;Dunja Ptiček, Angelina Puović;radna bilježnica;54,00;ŠK;;2. razred srednje škole
1513;DEUTSCH FÜR DEN BERUF 2 : udžbenik za 2. razred strukovnih škola : 7. godina učenja;Zdenka Mandekić, Romana Papa, Dunja Ptiček, Angelina Puović;udžbenik;104,00;ŠK;;2. razred srednje škole
1524;DEUTSCH IM TOURISMUS 1 : udžbenik njemačkog jezika za 3. razred hotelijersko-turističkih škola : 3. godina učenja;Nevenka Blažević;udžbenik;104,00;ŠK;;3. razred srednje škole
1525;DEUTSCH IM TOURISMUS 2 : udžbenik za 4. razred hotelijersko-turističkih škola : 4. godina učenja;Nevenka Blažević;udžbenik;104,00;ŠK;;4. razred srednje škole
1539;STIAMO INSIEME 1 : corso di lingua italiana per le medie superiori : udžbenik talijanskog jezika za srednju školu : 1. godina učenja;Ingrid Damiani Einwalter, Mirjana Marković Marinković, Nives Sironić Bonefačić;udžbenik;101,00;ŠK;;1. razred srednje škole
1540;STIAMO INSIEME 1 : quaderno di esercizi : radna bilježnica uz udžbenik talijanskog jezika za srednju školu : 1. godina učenja;Ingrid Damiani Einwalter, Mirjana Marković Marinković, Nives Sironić Bonefačić;radna bilježnica;55,00;ŠK;;1. razred srednje škole
1541;NUOVO PROGETTO ITALIANO 1 : libro dello studente + CD-ROM : udžbenik talijanskog jezika za 1. i 2. razred gimnazije i četverogodišnje strukovne škole;S. Magnelli, T. Marin;udžbenik s CD-om;129,00;VBZ;;2. razred srednje škole
1542;NUOVO PROGETTO ITALIANO 1 : quaderno degli esercizi : radna bilježnica iz talijanskog jezika za 1. i 2. razred gimnazije i četverogodišnje strukovne škole;S. Magnelli, T. Marin;radna bilježnica;81,00;VBZ;;2. razred srednje škole
1543;STIAMO INSIEME 2 : radna bilježnica talijasnkog jezika za 2. razred srednje škole : 2. godina učenja;Ingrid Damiani Einwalter, Mirjana Marković Marinković;radna bilježnica;55,00;ŠK;;2. razred srednje škole
1544;STIAMO INSIEME 2 : udžbenik talijanskog jezika za 2. razred srednje škole : 2. godina učenja;Ingrid Damiani Einwalter, Mirjana Marković Marinković;udžbenik;101,00;ŠK;;2. razred srednje škole
1547;STIAMO INSIEME 3 : udžbenik talijanskog jezika za srednju školu : 3. godina učenja;Ingrid Damiani Einwalter;udžbenik;101,00;ŠK;;4. razred srednje škole
154;HRVATSKA KRIJESNICA 5 : radna bilježnica iz hrvatskog jezika za 5. razred osnovne škole;Ante Bežen, Mirjana Jukić, Slavica Kovač;radna bilježnica;44,00;LJEVAK;;5. razred osnovne škole
155;HRVATSKA KRIJESNICA 5 : udžbenik hrvatskog jezika za 5. razred osnovne škole;Ante Bežen, Mirjana Jukić, Slavica Kovač;udžbenik;60,00;LJEVAK;;5. razred osnovne škole
1568;MATEMATIKA 1 : udžbenik i zbirka zadataka za 1. razred trogodišnjih strukovnih škola;Sanja Varošanec;udžbenik i zbirka zadataka;111,00;ELEMENT;;1. razred srednje škole
1572;MATEMATIKA 2 : udžbenik i zbirka zadataka za 2. razred trogodišnjih strukovnih škola;Sanja Varošanec;udžbenik i zbirka zadataka;111,00;ELEMENT;;2. razred srednje škole
1575;MATEMATIKA 3 : udžbenik i zbirka zadataka za 3. razred trogodišnjih strukovnih škola;Sanja Varošanec;udžbenik i zbirka zadataka;111,00;ELEMENT;;3. razred srednje škole
1576;MATEMATIKA 1 : udžbenik sa zbirkom zadataka za prvi razred trgovačke škole;Đurđica Salamon, Boško Šego;udžbenik sa zbirkom zadataka;105,00;ALKA;;1. razred srednje škole
1578;MATEMATIKA 2 : udžbenik sa zbirkom zadataka za drugi razred trgovačke škole;Đurđica Salamon, Boško Šego;udžbenik sa zbirkom zadataka;105,00;ALKA;;2. razred srednje škole
1579;MATEMATIKA 3 : udžbenik sa zbirkom zadataka za treći razred trgovačke škole;Đurđica Salamon, Boško Šego;udžbenik sa zbirkom zadataka;105,00;ALKA;;3. razred srednje škole
1586;MATEMATIKA 1, 1. DIO : udžbenik za 1. razred četverogodišnjih strukovnih škola;Ivica Gusić, Jagoda Krajina;udžbenik;82,00;ŠK;;1. razred srednje škole
1587;MATEMATIKA 1, 2. DIO : udžbenik za 1. razred četverogodišnjih strukovnih škola;Ivica Gusić, Jagoda Krajina;udžbenik;82,00;ŠK;;1. razred srednje škole
1590;MATEMATIKA 2, 1. DIO : udžbenik za 2. razred četverogodišnjih strukovnih škola;Ljiljana Kelava-Račić, Zvonimir Šikić;udžbenik;82,00;ŠK;;2. razred srednje škole
1591;MATEMATIKA 2, 2. DIO : udžbenik za 2. razred četverogodišnjih strukovnih škola;Ljiljana Kelava-Račić, Zvonimir Šikić;udžbenik;82,00;ŠK;;2. razred srednje škole
1594;MATEMATIKA 3, 1. DIO : udžbenik za 3. razred četverogodišnjih strukovnih škola;Ivan Čavlović, Miljenko Lapaine;udžbenik;82,00;ŠK;;3. razred srednje škole
1595;MATEMATIKA 3, 2. DIO : udžbenik za 3. razred četverogodišnjih strukovnih škola;Ivan Čavlović, Miljenko Lapaine;udžbenik;82,00;ŠK;;3. razred srednje škole
1598;MATEMATIKA 4, 1. DIO : udžbenik za 4. razred četverogodišnjih strukovnih škola;Dobrila Golubović, Petar Javor;udžbenik;82,00;ŠK;;4. razred srednje škole
1599;MATEMATIKA 4, 2. DIO : udžbenik za 4. razred četverogodišnjih strukovnih škola;Dobrila Golubović, Petar Javor;udžbenik;82,00;ŠK;;4. razred srednje škole
15;UN, DEUX, TROIS… NOUS VOILA! 3 : udžbenik francuskog jezika za 3. razred osnovne škole : III. godina učenja;Andrea Beata Jelić, Mirella Topličanec, Yvonne Vrhovac;udžbenik;63,00;ŠK;;3. razred osnovne škole
1600;MATEMATIKA 1 : udžbenik sa zbirkom zadataka za 1. razred ekonomske škole;Đurđica Salamon, Boško Šego;udžbenik sa zbirkom zadataka;105,00;ALKA;;1. razred srednje škole
1601;MATEMATIKA 1 : udžbenik sa zbirkom zadataka za prvi razred srednje škole - zanimanje komercijalist : I. dio;Đurđica Salamon, Boško Šego;udžbenik sa zbirkom zadataka;95,00;ALKA;;1. razred srednje škole
1602;MATEMATIKA 1 : udžbenik sa zbirkom zadataka za prvi razred srednje škole - zanimanje komercijalist : II. dio;Đurđica Salamon, Boško Šego;udžbenik sa zbirkom zadataka;95,00;ALKA;;1. razred srednje škole
1605;MATEMATIKA 2 : udžbenik sa zbirkom zadataka za 2. razred ekonomske škole;Đurđica Salamon, Boško Šego;udžbenik sa zbirkom zadataka;105,00;ALKA;;2. razred srednje škole
1608;MATEMATIKA 3 : udžbenik sa zbirkom zadataka za 3. razred ekonomske škole;Đurđica Salamon, Boško Šego;udžbenik sa zbirkom zadataka;105,00;ALKA;;3. razred srednje škole
1611;MATEMATIKA 4 : udžbenik sa zbirkom zadataka za 4. razred ekonomske škole;Đurđica Salamon, Boško Šego;udžbenik sa zbirkom zadataka;105,00;ALKA;;4. razred srednje škole
1638;ČOVJEK, ZDRAVLJE I OKOLIŠ : udžbenik biologije za 1. i 2. razred srednjih strukovnih škola;Milivoj Boranić, Jasna Matekalo Draganović, Milivoj Slijepčević;udžbenik;95,00;ŠK;;1. razred srednje škole
1644;FIZIKA 2 : udžbenik fizike za 2. i 3. razred strukovnih škola;Petar Kulišić, Mladen Pavlović;udžbenik;106,00;ŠK;;2. razred srednje škole
1652;KEMIJA OKO NAS : udžbenik za strukovne škole s jednogodišnjim programom kemije;Mira Herak, Blanka Sever, Biserka Zdjelarević;udžbenik;99,00;PROFIL;;1. razred srednje škole
1654;KEMIJA : udžbenik za 1. razred ekonomskih škola;Antica Petreski, Blanka Sever;udžbenik;97,00;ŠK;;1. razred srednje škole
1660;OSNOVE OPĆE I ANORGANSKE KEMIJE : udžbenik za 1. razred strukovnih škola s dvogodišnjim programom kemije;Mira Herak, Antica Petreski;udžbenik;99,00;PROFIL;;1. razred srednje škole
1662;MALA ORGANSKA KEMIJA S OSNOVAMA EKOLOGIJE : udžbenik za 2. razred strukovnih škola s dvogodišnjim programom kemije;Blanka Sever, Dubravka Stričević;udžbenik;99,00;PROFIL;;2. razred srednje škole
1671;OPĆA GEOGRAFIJA : udžbenik za 1. razred srednjih strukovnih škola;Ines Kozina, Mate Matas;udžbenik;97,00;ŠK;;1. razred srednje škole
1674;GEOGRAFIJA HRVATSKE : udžbenik za 2. razred srednjih strukovnih škola;Ines Kozina;udžbenik;97,00;ŠK;;2. razred srednje škole
1687;HRVATSKA POVIJEST : od doseljenja Hrvata do naših dana : udžbenik povijesti za 1. razred trogodišnjih srednjih strukovnih škola;Vesna Đurić, Ivan Peklić;udžbenik;89,00;PROFIL;;1. razred srednje škole
1690;HRVATSKA I SVIJET : od prapovijesti do Francuske revolucije 1789. godine : udžbenik iz povijesti za 1. razred srednjih strukovnih škola;Vesna Đurić, Ivan Peklić;udžbenik;84,00;PROFIL;;1. razred srednje škole
1693;HRVATSKA I SVIJET : od sredine XVIII. do kraja XX. stoljeća : udžbenik povijesti za drugi razred srednjih strukovnih škola;Vesna Đurić, Ivan Peklić;udžbenik;84,00;PROFIL;;2. razred srednje škole
1696;HIGIJENA : udžbenik za strukovne škole s jednogodišnjim i dvogodišnjim programom;Oskar P. Springer;udžbenik;99,00;PROFIL;;3. razred srednje škole
16;UN, DEUX, TROIS…NOUS VOILA! 3 : radna bilježnica francuskog jezika za 3. razred osnovne škole : III. godina učenja;Andrea Beata Jelić, Mirella Topličanec, Yvonne Vrhovac;radna bilježnica;44,00;ŠK;;3. razred osnovne škole
1700;ETIKA 1 : udžbenik za 1. razred gimnazije i srednje škole;Ćiril Čoh, Marija Lamot, Ksenija Matuš;udžbenik;89,00;ŠK;;1. razred srednje škole
1708;TRAŽITELJI SMISLA : udžbenik vjeronauka za 1. razred srednjih škola;Viktorija Gadža, Nikola Milanović, Rudi Paloš, Mirjana Vučica, Dušan Vuletić;udžbenik;53,00;SALESIANA;;1. razred srednje škole
1709;ODVAŽNI SVJEDOCI : udžbenik vjeronauka za 2. razred srednje škole;Viktorija Gadža, Nikola Milanović, Rudi Paloš, Dušan Vuletić;udžbenik;53,00;SALESIANA;;2. razred srednje škole
1740;KNJIGOVODSTVO NA RAČUNALU : radna bilježnica za 4. razred ekonomske škole;Ljerka Dragović-Kovač, Branka Marić;radna bilježnica;87,00;ŠK;;4. razred srednje škole
1742;MARKETING : udžbenik za 4. razred srednjih strukovnih škola za zanimanje komercijalist/komercijalistica;Ondina Čižmek Vujnović, Dragomir Mađerić, Fedor Rocco;udžbenik;101,00;ŠK;;4. razred srednje škole
1758;STATISTIKA : udžbenik sa zbirkom zadataka za 4. razred srednjih ekonomskih i 3. razred ugostiteljskih i turističkih škola;Ivan Šošić;udžbenik sa zbirkom zadataka;126,00;ŠK;;3. razred srednje škole
177;WAY TO GO 2 : radna bilježnica engleskog jezika za 5. razred osnovne škole : II. godina učenja;Višnja Anić;radna bilježnica;59,00;ŠK;;5. razred osnovne škole
178;WAY TO GO 2 : udžbenik engleskog jezika za 5. razred osnovne škole : II. godina učenja;Višnja Anić;udžbenik;67,00;ŠK;;5. razred osnovne škole
1808;AUTOMATIKA : udžbenik za elektrotehničke škole;Velibor Ravlić;udžbenik;80,00;RAVEL;;4. razred srednje škole
1818;ADESSO TOCCA A TE 1 : radna bilježnica talijanskog jezika za četvrti razred osnovne škole : I. godina učenja;Gordana Remussini, Marija Tolić;radna bilježnica;53,00;PROFIL;;4. razred osnovne škole
1819;ADESSO TOCCA A TE 1 : udžbenik talijanskog jezika sa zvučnim CD-om za četvrti razred osnovne škole : I. godina učenja;Gordana Remussini, Marija Tolić;udžbenik s CD-om;73,00;PROFIL;;4. razred osnovne škole
181;DEUTSCH MIT HÄNSEL 2 : njemački jezik za 5. razred osnovne škole : 5. godina učenja : radna bilježnica s audio CD-om;Sanja Ivančić, Petra Turmišov;radna bilježnica s audio CD-om;74,47;NEODIDACTA;;5. razred osnovne škole
1820;APPLAUS! 5 : radna bilježnica njemačkog jezika za peti razred osnovne škole : V. godina učenja;Gordana Barišić Lazar;radna bilježnica;56,00;PROFIL;;5. razred osnovne škole
1821;APPLAUS! 5 : udžbenik njemačkog jezika sa zvučnim CD-om za peti razred osnovne škole : V. godina učenja;Gordana Barišić Lazar;udžbenik s CD-om;67,00;PROFIL;;5. razred osnovne škole
1822;AUF DIE PLATZE, FERTIG, LOS! : radna bilježnica iz njemačkog jezika za 1. razred osnovne škole;Katarina Oreb Sajfert, Irena Pehar, Dinka Štiglmayer;radna bilježnica;43,00;ALFA;;1. razred osnovne škole
1824;AUF DIE PLATZE, FERTIG, LOS! : udžbenik iz njemačkog jezika za 1. razred osnovne škole;Katarina Oreb Sajfert, Irena Pehar, Dinka Štiglmayer;udžbenik;59,00;ALFA;;1. razred osnovne škole
182;DEUTSCH MIT HÄNSEL 2 : njemački jezik za 5. razred osnovne škole, 5. godina učenja;Sanja Ivančić, Petra Turmišov;udžbenik;74,47;NEODIDACTA;;5. razred osnovne škole
1831;BIOLOGIJA 8 : udžbenik s radnom bilježnicom za 8. razred osnovne škole;Roberto Škara;udžbenik s radnom bilježnicom;125,00;ALKA;;5. razred osnovne škole
183;HURRA! DEUTSCH! 5 : radna bilježnica njemačkog jezika za 5. razred osnovne škole : V. godina učenja;Jadranka Salopek, Ljerka Tomljenović Biškupić;radna bilježnica;46,00;ŠK;;5. razred osnovne škole
1842;CIAO BIMBI! 2 : radna bilježnica iz talijanskog jezika za 2. razred osnovne škole;Nina Karković;radna bilježnica;49,00;ŠK;;2. razred osnovne škole
1843;CIAO BIMBI! 2 : udžbenik talijanskog jezika s CD-om za 2. razred osnovne škole;Nina Karković;udžbenik s CD-om;67,00;ŠK;;2. razred osnovne škole
1844;CSODÁLATOS MATEMATIKAI TÖRTÉNETEK : matematika tankönyv az általános iskola harmadik osztálya számára;Željka Manzoni, Gordana Paić, Antun Smajić;udžbenik;59,79;UMH;;3. razred osnovne škole
