Tip ustanove:;Srednja škola;;;;;;
Županija:;Zagrebačka;;;;;;
Datum ispisa:;01.06.2014.;;;;;;
;;;;;;;
Srednja škola Dugo Selo;;;;;Mišljenje Vijeća roditelja: pozitivno;;
Kat. Br.;Naziv udžbenika;Autor(i);Vrsta izdanja;Cijena;Nakladnik;Novo;Razred
HRVATSKI JEZIK - ZA TROGODIŠNJE STRUKOVNE ŠKOLE - KNJIŽEVNOST I JEZIK I JEZIČNO IZRAŽAVANJE ;;;;;;;
5346;HRVATSKI JEZIK I KNJIŽEVNOST 1 : integrirani udžbenik hrvatskog jezika i književnosti u prvom razredu trogodišnje srednje strukovne škole;Andreja Jureković Perković, Marija Matković;udžbenik;119,00;ŠK;Novo;1. razred srednje škole
5347;HRVATSKI JEZIK I KNJIŽEVNOST 1 : radna bilježnica za hrvatski jezik i književnost u prvom razredu trogodišnje srednje strukovne škole;Andreja Jureković Perković, Marija Matković;radna bilježnica;49,00;ŠK;Novo;1. razred srednje škole
MATEMATIKA - ZA DVOGODIŠNJE I TROGODIŠNJE PROGRAME ;;;;;;;
4938;MATEMATIKA U STRUCI 1 : udžbenik sa zbirkom zadataka za 1. razred JMO-a;Ivan Mrkjonjić, Snježana Šišić;udžbenik sa zbirkom zadataka;107,10;NEODIDACTA;Novo;1. razred srednje škole
INFORMATIKA - RAČUNALSTVO ;;;;;;;
5375;UVOD U RAČUNALSTVO : udžbenik u trogodišnjim strukovnim školama - jednogodišnji program učenja;Predrag Brođanac, Leo Budin, Zlatka Markučić, Smiljana Perić;udžbenik;109,00;ŠK;Novo;1. razred srednje škole
POVIJEST - ZA TROGODIŠNJE STRUKOVNE ŠKOLE ;;;;;;;
1687;HRVATSKA POVIJEST : od doseljenja Hrvata do naših dana : udžbenik povijesti za 1. razred trogodišnjih srednjih strukovnih škola;Vesna Đurić, Ivan Peklić;udžbenik;89,00;PROFIL;;1. razred srednje škole
TEHNIČKE ŠKOLE – PODRUČJE ELEKTROTEHNIKE ;;;;;;;
1246;TEHNIČKO CRTANJE I DOKUMENTIRANJE : radna bilježnica za 1. razred elektrotehničkih škola;Jerko Pandžić;radna bilježnica;46,20;NEODIDACTA;;1. razred srednje škole
TROGODIŠNJE ELEKTRO STRUKOVNE ŠKOLE - JMO ;;;;;;;
1179;ELEKTROTEHNIKA 1 : udžbenik sa zbirkom zadataka i multimedijskim sadržajem za 1. razred trogodišnjih strukovnih škola (JMO);Nediljka Furčić, Antun Sertić, Vesna Vasilj;udžbenik sa zbirkom zadataka i multimedijskim sadržajem;204,75;NEODIDACTA;;1. razred srednje škole
1178;ELEKTROTEHNIKA 1 : radna bilježnica za 1. razred trogodišnjih strukovnih škola (JMO);Nediljka Furčić;radna bilježnica;74,47;NEODIDACTA;;1. razred srednje škole
TROGODIŠNJE STROJARSKE STRUKOVNE ŠKOLE - JMO ;;;;;;;
1268;TEHNIČKO CRTANJE : udžbenik s multimedijskim sadržajem za trogodišnje strukovne škole (JMO);Jerko Pandžić;udžbenik s multimedijskim sadržajem;139,65;NEODIDACTA;;1. razred srednje škole
Frizer - JMO - 1. razred srednje škole ;;;;;;;
ENGLESKI JEZIK ;;;;;;;
4979;"NEW HEADWAY FOURTH EDITION ELEMENTARY STUDENT'S BOOK : udžbenik engleskog jezika za 1. razred trogodišnjih strukovnih škola, prvi strani jezik; 1. razred 4-godišnjih strukovnih škola i gimnazija, drugi strani jezik";Liz Soars, John Soars;udžbenik;101,00;OXFORD;Novo;1. razred srednje škole
4980;"NEW HEADWAY FOURTH EDITION ELEMENTARY WORKBOOK : radna bilježnica za engleski jezik, 1. razred trogodišnjih strukovnih škola, prvi strani jezik; 1. razred 4-godišnjih strukovnih škola i gimnazija, drugi strani jezik";Liz Soars, John Soars;radna bilježnica;62,00;OXFORD;Novo;1. razred srednje škole
NJEMAČKI JEZIK ;;;;;;;
4803;DIREKT NEU 1 : udžbenik i radna bilježnica u jednom svesku za 1. razred gimnazija i strukovnih škola, za početno (1. godina učenja) kao i za napredno učenje (6. godina učenja) sa audio CD-om;"Giorgio Motta, Beata Ćwikowska, Olga Vomáčková, Tomáš Černý; suradnica u preradi: Blaženka Abramović";udžbenik i radna bilježnica s CD-om;129,00;KLETT;Novo;1. razred srednje škole
BIOLOGIJA ;;;;;;;
2728;ČOVJEK I ZDRAVLJE : udžbenik za 1. i 2. razred četverogodišnjih strukovnih škola;Daniela Novoselić, Ljiljana Vidović;udžbenik;94,00;ALFA;;1. razred srednje škole
ETIKA ;;;;;;;
5888;ETIKA 1 - SMISAO I ORIJENTACIJA : udžbenik u prvom razredu gimnazija i srednjih škola;Bruno Ćurko, Igor Lukić, Marko Zec, Marina Katinić;udžbenik;89,00;ŠK;Novo;1. razred srednje škole
VJERONAUK ;;;;;;;
1708;TRAŽITELJI SMISLA : udžbenik vjeronauka za 1. razred srednjih škola;Viktorija Gadža, Nikola Milanović, Rudi Paloš, Mirjana Vučica, Dušan Vuletić;udžbenik;53,00;SALESIANA;;1. razred srednje škole
HRVATSKI JEZIK - ZA TROGODIŠNJE STRUKOVNE ŠKOLE - KNJIŽEVNOST I JEZIK I JEZIČNO IZRAŽAVANJE ;;;;;;;
5346;HRVATSKI JEZIK I KNJIŽEVNOST 1 : integrirani udžbenik hrvatskog jezika i književnosti u prvom razredu trogodišnje srednje strukovne škole;Andreja Jureković Perković, Marija Matković;udžbenik;119,00;ŠK;Novo;1. razred srednje škole
5347;HRVATSKI JEZIK I KNJIŽEVNOST 1 : radna bilježnica za hrvatski jezik i književnost u prvom razredu trogodišnje srednje strukovne škole;Andreja Jureković Perković, Marija Matković;radna bilježnica;49,00;ŠK;Novo;1. razred srednje škole
MATEMATIKA - ZA DVOGODIŠNJE I TROGODIŠNJE PROGRAME ;;;;;;;
4938;MATEMATIKA U STRUCI 1 : udžbenik sa zbirkom zadataka za 1. razred JMO-a;Ivan Mrkjonjić, Snježana Šišić;udžbenik sa zbirkom zadataka;107,10;NEODIDACTA;Novo;1. razred srednje škole
INFORMATIKA - RAČUNALSTVO ;;;;;;;
5375;UVOD U RAČUNALSTVO : udžbenik u trogodišnjim strukovnim školama - jednogodišnji program učenja;Predrag Brođanac, Leo Budin, Zlatka Markučić, Smiljana Perić;udžbenik;109,00;ŠK;Novo;1. razred srednje škole
POVIJEST - ZA TROGODIŠNJE STRUKOVNE ŠKOLE ;;;;;;;
1687;HRVATSKA POVIJEST : od doseljenja Hrvata do naših dana : udžbenik povijesti za 1. razred trogodišnjih srednjih strukovnih škola;Vesna Đurić, Ivan Peklić;udžbenik;89,00;PROFIL;;1. razred srednje škole
OBRTNIČKE ŠKOLE – OSOBNE USLUGE ;;;;;;;
2226;TEHNOLOGIJA FRIZERSTVA S PRAKTIČNOM NASTAVOM 1 : udžbenik za obrazovanje frizera za 1. razred;Jasenka Raos;udžbenik;155,00;SSVŽ;;1. razred srednje škole
2188;POZNAVANJE MATERIJALA S TEHNOLOŠKIM VJEŽBAMA 1 : udžbenik za 1. razred za obrazovanje frizera, kozmetičara i pedikera u JMO;Jasenka Raos;udžbenik;110,00;SSVŽ;;1. razred srednje škole
2225;TEHNOLOGIJA FRIZERSTVA S PRAKTIČNOM NASTAVOM 1 : radna bilježnica uz udžbenik za 1. razred;Jasenka Raos;radna bilježnica;70,00;SSVŽ;;1. razred srednje škole
2187;POZNAVANJE MATERIJALA S TEHNOLOŠKIM VJEŽBAMA 1 : radna bilježnica uz udžbenik za 1. razred za obrazovanje frizera, kozmetičara i pedikera u JMO;Jasenka Raos;radna bilježnica;55,00;SSVŽ;;1. razred srednje škole
3645;PSIHOLOGIJA KOMUNIKACIJE : udžbenik za nastavu psihologije komunikacije u području osobnih usluga u obrtničkim strukovnim školama;Siniša Brlas;udžbenik;130,00;SLAP;;1. razred srednje škole
Instalater grijanja i klimatizacije - JMO - 1. razred srednje škole ;;;;;;;
ENGLESKI JEZIK ;;;;;;;
4979;"NEW HEADWAY FOURTH EDITION ELEMENTARY STUDENT'S BOOK : udžbenik engleskog jezika za 1. razred trogodišnjih strukovnih škola, prvi strani jezik; 1. razred 4-godišnjih strukovnih škola i gimnazija, drugi strani jezik";Liz Soars, John Soars;udžbenik;101,00;OXFORD;Novo;1. razred srednje škole
4980;"NEW HEADWAY FOURTH EDITION ELEMENTARY WORKBOOK : radna bilježnica za engleski jezik, 1. razred trogodišnjih strukovnih škola, prvi strani jezik; 1. razred 4-godišnjih strukovnih škola i gimnazija, drugi strani jezik";Liz Soars, John Soars;radna bilježnica;62,00;OXFORD;Novo;1. razred srednje škole
NJEMAČKI JEZIK ;;;;;;;
4803;DIREKT NEU 1 : udžbenik i radna bilježnica u jednom svesku za 1. razred gimnazija i strukovnih škola, za početno (1. godina učenja) kao i za napredno učenje (6. godina učenja) sa audio CD-om;"Giorgio Motta, Beata Ćwikowska, Olga Vomáčková, Tomáš Černý; suradnica u preradi: Blaženka Abramović";udžbenik i radna bilježnica s CD-om;129,00;KLETT;Novo;1. razred srednje škole
ETIKA ;;;;;;;
5888;ETIKA 1 - SMISAO I ORIJENTACIJA : udžbenik u prvom razredu gimnazija i srednjih škola;Bruno Ćurko, Igor Lukić, Marko Zec, Marina Katinić;udžbenik;89,00;ŠK;Novo;1. razred srednje škole
VJERONAUK ;;;;;;;
1708;TRAŽITELJI SMISLA : udžbenik vjeronauka za 1. razred srednjih škola;Viktorija Gadža, Nikola Milanović, Rudi Paloš, Mirjana Vučica, Dušan Vuletić;udžbenik;53,00;SALESIANA;;1. razred srednje škole
HRVATSKI JEZIK - ZA TROGODIŠNJE STRUKOVNE ŠKOLE - KNJIŽEVNOST I JEZIK I JEZIČNO IZRAŽAVANJE ;;;;;;;
5346;HRVATSKI JEZIK I KNJIŽEVNOST 1 : integrirani udžbenik hrvatskog jezika i književnosti u prvom razredu trogodišnje srednje strukovne škole;Andreja Jureković Perković, Marija Matković;udžbenik;119,00;ŠK;Novo;1. razred srednje škole
5347;HRVATSKI JEZIK I KNJIŽEVNOST 1 : radna bilježnica za hrvatski jezik i književnost u prvom razredu trogodišnje srednje strukovne škole;Andreja Jureković Perković, Marija Matković;radna bilježnica;49,00;ŠK;Novo;1. razred srednje škole
MATEMATIKA - ZA DVOGODIŠNJE I TROGODIŠNJE PROGRAME ;;;;;;;
