Tip ustanove:;Srednja škola;;;;;;
Županija:;Međimurska;;;;;;
Datum ispisa:;01.06.2014.;;;;;;
;;;;;;;
CENTAR ZA ODGOJ I OBRAZOVANJE ČAKOVEC;;;;;Mišljenje Vijeća roditelja: pozitivno;;
Kat. Br.;Naziv udžbenika;Autor(i);Vrsta izdanja;Cijena;Nakladnik;Novo;Razred
4016;VOLIM ZAVIČAJ 2 : udžbenik s radnom bilježnicom;Nives Čagalj, Milica Duvnjak, Marija Petričević;udžbenik s radnom bilježnicom;125,00;ALKA;;3. razred osnovne škole
Osnovnoškolski program prema članku 12 / posebni program - 4. razred osnovne škole ;;;;;;;
HRVATSKI JEZIK - ZA UČENIKE S POSEBNIM OBRAZOVNIM POTREBAMA ;;;;;;;
700;ČITANČICA ŠAPTALICA : čitanka za učenike s posebnim potrebama za 1. do 4. razred;Vesna Đurek;udžbenik;49,00;ŠK;;4. razred osnovne škole
703;POČETNICA ŠAPTALICA 2 : udžbenik za učenike s posebnim potrebama za 1. do 4. razred;Vesna Đurek;udžbenik;62,00;ŠK;;4. razred osnovne škole
704;POČETNICA ŠAPTALICA 3 : udžbenik za učenike s posebnim potrebama za 1. do 4. razred;Vesna Đurek;udžbenik;62,00;ŠK;;4. razred osnovne škole
706;RADNA BILJEŽNICA 2 : pisana slova : radna bilježnica za učenike s posebnim potrebama za 1. do 4. razred;Vesna Đurek;radna bilježnica;49,00;ŠK;;4. razred osnovne škole
707;SLOVARICA : za učenike s posebnim potrebama za 1. do 4. razred;Vesna Đurek;slovarica;62,00;ŠK;;4. razred osnovne škole
PRIRODA I DRUŠTVO - ZA UČENIKE S POSEBNIM OBRAZOVNIM POTREBAMA ;;;;;;;
4016;VOLIM ZAVIČAJ 2 : udžbenik s radnom bilježnicom;Nives Čagalj, Milica Duvnjak, Marija Petričević;udžbenik s radnom bilježnicom;125,00;ALKA;;4. razred osnovne škole
Osnovnoškolski program prema članku 12 / posebni program - 5. razred osnovne škole ;;;;;;;
PRIRODA I DRUŠTVO ;;;;;;;
5751;EUREKA! 3 : udžbenik prirode i društva s višemedijskim nastavnim materijalima u trećem razredu osnovne škole;Snježana Bakarić Palička, Sanja Ćorić;udžbenik s višemedijskim nastavnim materijalima;57,00;ŠK;Novo;5. razred osnovne škole
5752;EUREKA! 3 : radna bilježnica za prirodu i društvo u trećem razredu osnovne škole;Snježana Bakarić Palička, Sanja Ćorić;radna bilježnica;68,00;ŠK;Novo;5. razred osnovne škole
HRVATSKI JEZIK - KNJIŽEVNOST ;;;;;;;
5627;MOJA STAZA 2 : čitanka s višemedijskim nastavnim materijalima u drugom razredu osnovne škole;Sandra Centner, Anđelka Peko, Ana Pintarić, Lidija Bakota, Valentina Majdenić;udžbenik s višemedijskim nastavnim materijalima;72,00;ŠK;Novo;5. razred osnovne škole
HRVATSKI JEZIK - JEZIK I JEZIČNO IZRAŽAVANJE ;;;;;;;
5628;MOJA STAZA 2 : udžbenik hrvatskog jezika u drugom razredu osnovne škole;Sandra Centner, Anđelka Peko, Ana Pintarić, Lidija Bakota, Valentina Majdenić;udžbenik;49,00;ŠK;Novo;5. razred osnovne škole
5629;MOJA STAZA 2 : radna bilježnica za hrvatski jezik u drugom razredu osnovne škole;Sandra Centner, Anđelka Peko, Ana Pintarić, Lidija Bakota, Valentina Majdenić;radna bilježnica;49,00;ŠK;Novo;5. razred osnovne škole
Osnovnoškolski program prema članku 12 / posebni program - 6. razred osnovne škole ;;;;;;;
PRIRODA I DRUŠTVO ;;;;;;;
5753;EUREKA! 4 : udžbenik prirode i društva s višemedijskim nastavnim materijalima u četvrtom razredu osnovne škole;Snježana Bakarić Palička, Sanja Ćorić;udžbenik s višemedijskim nastavnim materijalima;57,00;ŠK;Novo;6. razred osnovne škole
5754;EUREKA! 4 : radna bilježnica za prirodu i društvo u četvrtom razredu osnovne škole;Snježana Bakarić Palička, Sanja Ćorić;radna bilježnica;68,00;ŠK;Novo;6. razred osnovne škole
HRVATSKI JEZIK - KNJIŽEVNOST I JEZIK ;;;;;;;
5638;SLOVO PO SLOVO 3 - 1. POLUGODIŠTE : integrirani radni udžbenik hrvatskog jezika i književnosti s višemedijskim nastavnim materijalima u trećem razredu osnovne škole;Terezija Zokić, Benita Vladušić;udžbenik s višemedijskim nastavnim materijalima;67,00;ŠK;Novo;6. razred osnovne škole
5639;SLOVO PO SLOVO 3 - 2. POLUGODIŠTE : integrirani radni udžbenik hrvatskog jezika i književnosti u trećem razredu osnovne škole;Terezija Zokić, Benita Vladušić;udžbenik;67,00;ŠK;Novo;6. razred osnovne škole
Osnovnoškolski program prema članku 12 / posebni program - 7. razred osnovne škole ;;;;;;;
HRVATSKI JEZIK - KNJIŽEVNOST ;;;;;;;
5630;MOJA STAZA 3 : čitanka s višemedijskim nastavnim materijalima u trećem razredu osnovne škole;Sandra Centner, Anđelka Peko, Ana Pintarić, Lidija Bakota, Valentina Majdenić;udžbenik s višemedijskim nastavnim materijalima;72,00;ŠK;Novo;7. razred osnovne škole
HRVATSKI JEZIK - JEZIK I JEZIČNO IZRAŽAVANJE ;;;;;;;
5631;MOJA STAZA 3 : udžbenik hrvatskog jezika u trećem razredu osnovne škole;Sandra Centner, Anđelka Peko, Ana Pintarić, Lidija Bakota, Valentina Majdenić;udžbenik;49,00;ŠK;Novo;7. razred osnovne škole
5632;MOJA STAZA 3 : radna bilježnica za hrvatski jezik u trećem razredu osnovne škole;Sandra Centner, Anđelka Peko, Ana Pintarić, Lidija Bakota, Valentina Majdenić;radna bilježnica;49,00;ŠK;Novo;7. razred osnovne škole
PRIRODA - ZA UČENIKE S POSEBNIM OBRAZOVNIM POTREBAMA ;;;;;;;
3250;PRIRODA 5 : udžbenik prirode za učenike s posebnim potrebama u 5. razredu osnovne škole;Zdravko Dolenec, Josip Hudek, Vanja Marković, Vicko Pavičić;udžbenik;83,00;ŠK;;7. razred osnovne škole
3249;PRIRODA 5 : radna bilježnica iz prirode za učenike s posebnim potrebama u 5. razredu osnovne škole;Vanja Marković;radna bilježnica;73,00;ŠK;;7. razred osnovne škole
Osnovnoškolski program prema članku 12 / posebni program - 8. razred osnovne škole ;;;;;;;
HRVATSKI JEZIK - KNJIŽEVNOST I JEZIK ;;;;;;;
5640;SLOVO PO SLOVO 4 - 1. POLUGODIŠTE : integrirani radni udžbenik hrvatskog jezika i književnosti s višemedijskim nastavnim materijalima u četvrtom razredu osnovne škole;Terezija Zokić, Benita Vladušić;udžbenik s višemedijskim nastavnim materijalima;67,00;ŠK;Novo;8. razred osnovne škole
5641;SLOVO PO SLOVO 4 - 2. POLUGODIŠTE : integrirani radni udžbenik hrvatskog jezika i književnosti u četvrtom razredu osnovne škole;Terezija Zokić, Benita Vladušić;udžbenik;67,00;ŠK;Novo;8. razred osnovne škole
PRIRODA - ZA UČENIKE S POSEBNIM OBRAZOVNIM POTREBAMA ;;;;;;;
3272;PRIRODA 6 : udžbenik prirode za učenike s posebnim potrebama u 6. razredu osnovne škole;Zdravko Dolenec, Danijela Kasumović Maružin, Vicko Pavičić, Mihaela Vrbnjak;udžbenik;83,00;ŠK;;8. razred osnovne škole
3271;PRIRODA 6 : radna bilježnica iz prirode za učenike s posebnim potrebama u 6. razredu osnovne škole;Danijela Kasumović Maružin;radna bilježnica;73,00;ŠK;;8. razred osnovne škole
;;;;;;;
;;;;;;;
Gimnazija Josipa Slavenskog Čakovec;;;;;Mišljenje Vijeća roditelja: pozitivno;;
Kat. Br.;Naziv udžbenika;Autor(i);Vrsta izdanja;Cijena;Nakladnik;Novo;Razred
Jezična gimnazija - 1. razred srednje škole ;;;;;;;
HRVATSKI JEZIK - KNJIŽEVNOST ;;;;;;;
841;KNJIŽEVNI VREMEPLOV 1 : čitanka za 1. razred gimnazije;Dragica Dujmović-Markusi;udžbenik;110,00;PROFIL;;1. razred srednje škole
HRVATSKI JEZIK - JEZIK I JEZIČNO IZRAŽAVANJE ;;;;;;;
5080;FON-FON 1 : udžbenik hrvatskoga jezika za prvi razred gimnazije;Dragica Dujmović Markusi, Terezija Pavić-Pezer;udžbenik;75,00;PROFIL;Novo;1. razred srednje škole
5081;FON-FON 1 : radna bilježnica iz hrvatskoga jezika za prvi razred gimnazije;Dragica Dujmović Markusi, Terezija Pavić-Pezer;radna bilježnica;37,00;PROFIL;Novo;1. razred srednje škole
GEOGRAFIJA ;;;;;;;
5489;GEOGRAFIJA 1 : udžbenik geografije u prvom razredu gimnazije;Hermenegildo Gall, Predrag Kralj, Robert Slunjski;udžbenik;105,00;ŠK;Novo;1. razred srednje škole
POVIJEST ;;;;;;;
4898;POVIJEST 1 : udžbenik iz povijesti za I. razred gimnazije;Ivana Malus Tomorad, Mladen Tomorad, Hrvoje Gračanin;udžbenik;103,00;MERIDIJANI;Novo;1. razred srednje škole
BIOLOGIJA ;;;;;;;
5475;ŽIVOT 1 : radna bilježnica za biologiju u prvom razredu gimnazije;Žaklin Lukša;radna bilježnica;69,00;ŠK;Novo;1. razred srednje škole
5474;ŽIVOT 1 : udžbenik biologije u prvom razredu gimnazije;Marijana Krsnik-Rasol, Mladen Krajačić, Žaklin Lukša;udžbenik;96,00;ŠK;Novo;1. razred srednje škole
KEMIJA ;;;;;;;
5090;OPĆA KEMIJA 1 : udžbenik kemije za prvi razred gimnazije;Aleksandra Habuš, Vera Tomašić, Snježana Liber;udžbenik;114,00;PROFIL;Novo;1. razred srednje škole
5091;OPĆA KEMIJA 1 : zbirka riješenih primjera i zadataka iz opće kemije za učenike prvih razreda srednjih škola;Aleksandra Habuš, Snježana Liber;zbirka zadataka;80,00;PROFIL;Novo;1. razred srednje škole
ENGLESKI JEZIK - PRVI STRANI JEZIK ;;;;;;;
5017;INSIGHT INTERMEDIATE STUDENT'S BOOK : udžbenik engleskog jezika za 1. i 2. razred gimnazija i četverogodišnjih strukovnih škola;Jayne Wildman (s Cathy Myers i Claire Thacker);udžbenik;98,00;OXFORD;Novo;1. razred srednje škole
5018;INSIGHT INTERMEDIATE WORKBOOK : radna bilježnica za engleski jezik, 1. i 2. razred gimnazija i četverogodišnjih strukovnih škola;Paul Hancock;radna bilježnica;66,00;OXFORD;Novo;1. razred srednje škole
ENGLESKI JEZIK - DRUGI STRANI JEZIK ;;;;;;;
4978;"NEW HEADWAY FOURTH EDITION ELEMENTARY WORKBOOK : radna bilježnica za engleski jezik, 1. razred trogodišnjih strukovnih škola, prvi strani jezik; 1. razred 4-godišnjih strukovnih škola i gimnazija, drugi strani jezik";Liz Soars, John Soars;radna bilježnica;62,00;OXFORD;Novo;1. razred srednje škole
4977;"NEW HEADWAY FOURTH EDITION ELEMENTARY STUDENT'S BOOK : udžbenik engleskog jezika za 1. razred trogodišnjih strukovnih škola, prvi strani jezik; 1. razred 4-godišnjih strukovnih škola i gimnazija, drugi strani jezik";Liz Soars, John Soars;udžbenik;101,00;OXFORD;Novo;1. razred srednje škole
NJEMAČKI JEZIK - PRVI STRANI JEZIK ;;;;;;;
4817;TEAM DEUTSCH NEU 1 : udžbenik njemačkog jezika za 1. razred gimnazije i četverogodišnjih strukovnih škola, 6. godina učenja s pripadajućim audio CD-om;Ágnes Einhorn, Ursula Esterl, Elke Körner, Eva-Maria Jenkins-Krumm (Grammatik), Aleksandra Kubicka, Ljubica Maljković, Dalibor Joler (1. -3. lekcija);udžbenik;104,00;KLETT;Novo;1. razred srednje škole
4818;TEAM DEUTSCH NEU 1 : radna bilježnica njemačkog jezika za 1. razred gimnazije i četverogodišnjih strukovnih škola, 6. godina učenja;Ágnes Einhorn, Ursula Esterl, Elke Körner, Eva-Maria Jenkins-Krumm (Grammatik), Aleksandra Kubicka, Ljubica Maljković, Dalibor Joler (1. -3. lekcija);radna bilježnica;83,00;KLETT;Novo;1. razred srednje škole
NJEMAČKI JEZIK - DRUGI STRANI JEZIK ;;;;;;;
934;zweite.sprache@DEUTSCH.de 1 : radna bilježnica njemačkog kao drugog jezika za 1. razred gimnazija i četverogodišnjih strukovnih škola : 1. godina učenja;Irena Horvatić Čajko, Irena Lasić;radna bilježnica;59,00;ŠK;;1. razred srednje škole
935;zweite.sprache@DEUTSCH.de 1 : udžbenik njemačkog kao drugog jezika za 1. razred gimnazija i četverogodišnjih strukovnih škola : 1. godina učenja;Irena Horvatić Čajko, Irena Lasić;udžbenik;89,00;ŠK;;1. razred srednje škole
FRANCUSKI JEZIK - DRUGI STRANI JEZIK ;;;;;;;
3588;"LE NOUVEAU TAXI! 1 : radna bilježnica francuskog jezika za 1. razred jezične gimnazije, 2. strani jezik; 1. i 2. razred gimnazija i četverogodišnjih strukovnih škola, 2. strani jezik";Guy Capelle, Robert Menand;radna bilježnica;72,00;ALGORITAM;;1. razred srednje škole
3992;"LE NOUVEAU TAXI! 1 : udžbenik francuskog jezika za 1. razred jezične gimnazije, 2. strani jezik; 1. i 2. razred gimnazija i četverogodišnjih strukovnih škola, 2. strani jezik";Guy Capelle, Robert Menand;udžbenik s DVD-ROM-om;121,00;ALGORITAM;;1. razred srednje škole
MATEMATIKA - ZA OPĆU, JEZIČNU I KLASIČNU GIMNAZIJU ;;;;;;;
4758;MATEMATIKA 1 - 1. DIO : udžbenik i zbirka zadataka za 1. razred gimnazija i tehničkih škola;Branimir Dakić, Neven Elezović;udžbenik sa zbirkom zadataka;72,50;ELEMENT;Novo;1. razred srednje škole
4759;MATEMATIKA 1 - 2. DIO : udžbenik i zbirka zadataka za 1. razred gimnazija i tehničkih škola;Branimir Dakić, Neven Elezović;udžbenik sa zbirkom zadataka;72,50;ELEMENT;Novo;1. razred srednje škole
FIZIKA - ČETVEROGODIŠNJI GIMNAZIJSKI PROGRAM ;;;;;;;
3997;FIZIKA 1, POJMOVI I KONCEPTI : udžbenik s multimedijskim sadržajem za 1. razred gimnazija (B - inačica);Dubravko Horvat, Dario Hrupec;udžbenik s multimedijskim sadržajem;132,90;NEODIDACTA;;1. razred srednje škole
4028;FIZIKA 1, POJMOVI I KONCEPTI : zbirka zadataka za 1. razred gimnazija (B - inačica);Dubravko Horvat, Dario Hrupec, Branko Maković;zbirka zadataka;70,74;NEODIDACTA;;1. razred srednje škole
GLAZBENA UMJETNOST - ČETVEROGODIŠNJI PROGRAM ;;;;;;;
5494;GLAZBENA UMJETNOST 1 : udžbenik glazbene umjetnosti s višemedijskim nastavnim materijalima na 3 CD-a u prvom razredu gimnazije;Nada Medenica;udžbenik s 3 CD-a;99,00;ŠK;Novo;1. razred srednje škole
LIKOVNA UMJETNOST ;;;;;;;
5520;LIKOVNA UMJETNOST 1 : udžbenik likovne umjetnosti u prvom razredu gimnazije, srednje strukovne i umjetničke škole;Jadranka Damjanov;udžbenik;105,00;ŠK;Novo;1. razred srednje škole
ETIKA ;;;;;;;
5484;ETIKA 1 - SMISAO I ORIJENTACIJA : udžbenik u prvom razredu gimnazija i srednjih škola;Bruno Ćurko, Igor Lukić, Marko Zec, Marina Katinić;udžbenik;89,00;ŠK;Novo;1. razred srednje škole
LATINSKI JEZIK ;;;;;;;
1003;ORBIS ROMANUS 1 : udžbenik za početno učenje latinskog jezika u osnovnoj školi i gimnaziji;Damir Salopek, Zlatko Šešelj, Dubravko Škiljan;udžbenik;96,00;PROFIL;;1. razred srednje škole
VJERONAUK ;;;;;;;
1162;TRAŽITELJI SMISLA : udžbenika vjeronauka za 1. razred srednjih škola;Viktorija Gadža, Nikola Milanović, Rudi Paloš, Mirjana Vučica, Dušan Vuletić;udžbenik;53,00;SALESIANA;;1. razred srednje škole
GEOGRAFSKI ATLASI ;;;;;;;
4776;GEOGRAFSKI ATLAS ZA GIMNAZIJE I STRUKOVNE ŠKOLE;Snježana Haiman, Krunoslav Popović;geografski atlas;135,00;HŠK, ŠK;Novo;1. razred srednje škole
POVIJESNI ATLASI ;;;;;;;
5558;KORACI KROZ VRIJEME : povijesni atlas za gimnazije;;povijesni atlas;123,00;ŠK;Novo;1. razred srednje škole
Opća gimnazija - 1. razred srednje škole ;;;;;;;
HRVATSKI JEZIK - KNJIŽEVNOST ;;;;;;;
841;KNJIŽEVNI VREMEPLOV 1 : čitanka za 1. razred gimnazije;Dragica Dujmović-Markusi;udžbenik;110,00;PROFIL;;1. razred srednje škole
HRVATSKI JEZIK - JEZIK I JEZIČNO IZRAŽAVANJE ;;;;;;;
5080;FON-FON 1 : udžbenik hrvatskoga jezika za prvi razred gimnazije;Dragica Dujmović Markusi, Terezija Pavić-Pezer;udžbenik;75,00;PROFIL;Novo;1. razred srednje škole
5081;FON-FON 1 : radna bilježnica iz hrvatskoga jezika za prvi razred gimnazije;Dragica Dujmović Markusi, Terezija Pavić-Pezer;radna bilježnica;37,00;PROFIL;Novo;1. razred srednje škole
GEOGRAFIJA ;;;;;;;
5489;GEOGRAFIJA 1 : udžbenik geografije u prvom razredu gimnazije;Hermenegildo Gall, Predrag Kralj, Robert Slunjski;udžbenik;105,00;ŠK;Novo;1. razred srednje škole
POVIJEST ;;;;;;;
4898;POVIJEST 1 : udžbenik iz povijesti za I. razred gimnazije;Ivana Malus Tomorad, Mladen Tomorad, Hrvoje Gračanin;udžbenik;103,00;MERIDIJANI;Novo;1. razred srednje škole
BIOLOGIJA ;;;;;;;
5474;ŽIVOT 1 : udžbenik biologije u prvom razredu gimnazije;Marijana Krsnik-Rasol, Mladen Krajačić, Žaklin Lukša;udžbenik;96,00;ŠK;Novo;1. razred srednje škole
5475;ŽIVOT 1 : radna bilježnica za biologiju u prvom razredu gimnazije;Žaklin Lukša;radna bilježnica;69,00;ŠK;Novo;1. razred srednje škole
KEMIJA ;;;;;;;
5090;OPĆA KEMIJA 1 : udžbenik kemije za prvi razred gimnazije;Aleksandra Habuš, Vera Tomašić, Snježana Liber;udžbenik;114,00;PROFIL;Novo;1. razred srednje škole
5091;OPĆA KEMIJA 1 : zbirka riješenih primjera i zadataka iz opće kemije za učenike prvih razreda srednjih škola;Aleksandra Habuš, Snježana Liber;zbirka zadataka;80,00;PROFIL;Novo;1. razred srednje škole
ENGLESKI JEZIK - PRVI STRANI JEZIK ;;;;;;;
5018;INSIGHT INTERMEDIATE WORKBOOK : radna bilježnica za engleski jezik, 1. i 2. razred gimnazija i četverogodišnjih strukovnih škola;Paul Hancock;radna bilježnica;66,00;OXFORD;Novo;1. razred srednje škole
5017;INSIGHT INTERMEDIATE STUDENT'S BOOK : udžbenik engleskog jezika za 1. i 2. razred gimnazija i četverogodišnjih strukovnih škola;Jayne Wildman (s Cathy Myers i Claire Thacker);udžbenik;98,00;OXFORD;Novo;1. razred srednje škole
ENGLESKI JEZIK - DRUGI STRANI JEZIK ;;;;;;;
4977;"NEW HEADWAY FOURTH EDITION ELEMENTARY STUDENT'S BOOK : udžbenik engleskog jezika za 1. razred trogodišnjih strukovnih škola, prvi strani jezik; 1. razred 4-godišnjih strukovnih škola i gimnazija, drugi strani jezik";Liz Soars, John Soars;udžbenik;101,00;OXFORD;Novo;1. razred srednje škole
4978;"NEW HEADWAY FOURTH EDITION ELEMENTARY WORKBOOK : radna bilježnica za engleski jezik, 1. razred trogodišnjih strukovnih škola, prvi strani jezik; 1. razred 4-godišnjih strukovnih škola i gimnazija, drugi strani jezik";Liz Soars, John Soars;radna bilježnica;62,00;OXFORD;Novo;1. razred srednje škole
NJEMAČKI JEZIK - PRVI STRANI JEZIK ;;;;;;;
4817;TEAM DEUTSCH NEU 1 : udžbenik njemačkog jezika za 1. razred gimnazije i četverogodišnjih strukovnih škola, 6. godina učenja s pripadajućim audio CD-om;Ágnes Einhorn, Ursula Esterl, Elke Körner, Eva-Maria Jenkins-Krumm (Grammatik), Aleksandra Kubicka, Ljubica Maljković, Dalibor Joler (1. -3. lekcija);udžbenik;104,00;KLETT;Novo;1. razred srednje škole
4818;TEAM DEUTSCH NEU 1 : radna bilježnica njemačkog jezika za 1. razred gimnazije i četverogodišnjih strukovnih škola, 6. godina učenja;Ágnes Einhorn, Ursula Esterl, Elke Körner, Eva-Maria Jenkins-Krumm (Grammatik), Aleksandra Kubicka, Ljubica Maljković, Dalibor Joler (1. -3. lekcija);radna bilježnica;83,00;KLETT;Novo;1. razred srednje škole
NJEMAČKI JEZIK - DRUGI STRANI JEZIK ;;;;;;;
935;zweite.sprache@DEUTSCH.de 1 : udžbenik njemačkog kao drugog jezika za 1. razred gimnazija i četverogodišnjih strukovnih škola : 1. godina učenja;Irena Horvatić Čajko, Irena Lasić;udžbenik;89,00;ŠK;;1. razred srednje škole
934;zweite.sprache@DEUTSCH.de 1 : radna bilježnica njemačkog kao drugog jezika za 1. razred gimnazija i četverogodišnjih strukovnih škola : 1. godina učenja;Irena Horvatić Čajko, Irena Lasić;radna bilježnica;59,00;ŠK;;1. razred srednje škole
FRANCUSKI JEZIK - DRUGI STRANI JEZIK ;;;;;;;
3992;"LE NOUVEAU TAXI! 1 : udžbenik francuskog jezika za 1. razred jezične gimnazije, 2. strani jezik; 1. i 2. razred gimnazija i četverogodišnjih strukovnih škola, 2. strani jezik";Guy Capelle, Robert Menand;udžbenik s DVD-ROM-om;121,00;ALGORITAM;;1. razred srednje škole
3588;"LE NOUVEAU TAXI! 1 : radna bilježnica francuskog jezika za 1. razred jezične gimnazije, 2. strani jezik; 1. i 2. razred gimnazija i četverogodišnjih strukovnih škola, 2. strani jezik";Guy Capelle, Robert Menand;radna bilježnica;72,00;ALGORITAM;;1. razred srednje škole
MATEMATIKA - ZA OPĆU, JEZIČNU I KLASIČNU GIMNAZIJU ;;;;;;;
